id,date,data.card.id,data.text
68625eeba2b432413f23ab33,2025-06-30T09:54:51.147Z,685a925381c68c5e702865b0,"‌  kristina bocharova  05:02 (há 1 hora) para mim traduza para o português hi erika, ‌ thank you for your homework to [http://improvado.io](http://improvado.io ""smartcard-inline"") ! we have reviewed your application and would love to connect via video call to learn more about your experience and interest in the role. ‌ please take a look at the time options here and select what is best for you: [https://calendly.com/kristina-bocharova/30min](https://t.lever-analytics.com/email-link?dest=https%3a%2f%2fcalendly.com%2fkristina-bocharova%2f30min&eid=2da50d86-1314-4db3-815f-6bf11f3f6a38&idx=0&token=dw4m0rzqepe61btwcgh6icgfhno ""‌"") ‌ ‌ thank you, kristina [http://improvado.io](http://improvado.io ""smartcard-inline"")"
68625ed5c3642287ae8736d1,2025-06-30T09:54:29.819Z,685a925381c68c5e702865b0,"‌  erika borelli <[erikasmborelli@gmail.com](mailto:erikasmborelli@gmail.com ""‌"")\>  ter., 24 de jun., 14:24 (há 6 dias) para kristina hi kristina, thank you for the opportunity again. it didnt took as long as i thought to complete the assignment, so you can find my results with all the materials (code, documentation, and output files) in the following github repository: https://github.com/erikastats/data\_source\_api\_analyst\_improvadotest_ ![🔗](https://fonts.gstatic.com/s/e/notoemoji/16.0/1f517/32.png) this was a great way to show the usage of the github api. please let me know if you have any questions. looking forward to the next steps! best regards, erika borelli"
685aaecb93892f79b414e837,2025-06-24T13:57:31.318Z,685a925381c68c5e702865b0,github token github\_pat\_11ai357wq06ce6f5g3yhkz_4oksjbn42zpjqlt3tobsy0m7qgsg3oniqwbbatydtcj4jhbyvavdcisriuo
685aa20f32cd467192fe1413,2025-06-24T13:03:11.413Z,685a925381c68c5e702865b0," erika borelli <[erikasmborelli@gmail.com](mailto:erikasmborelli@gmail.com ""‌"")\>  09:50 (há 11 minutos) para kristina hi kristina, thank you for getting back to me — i’m glad to hear you found my cv interesting. ‌ i’d be happy to take the short homework assignment. i appreciate the information about the compensation range and the location requirement — everything sounds good so far. ‌ looking forward to the next steps! ‌ best regards, erika borelli"
685aa1f12ca4a749b2d2abf6,2025-06-24T13:02:41.313Z,685a925381c68c5e702865b0,"‌  kristina bocharova <[kristina.bocharova@improvado.io](mailto:kristina.bocharova@improvado.io ""‌"")\>  09:44 (há 17 minutos) para mim traduza para o português hi erika, ‌ thanks for applying to the data source analyst position! ‌ your cv looks interesting so i would like to move forward. ‌ do you mind passing a short homework? ‌ this way you can understand what we expect you to know and make sure that you want to work with us. also, it will help you to be prepared for the next interview rounds. ‌ if you pass the quiz successfully you will be redirected to the hr team. ‌ we would be happy to chat after that. ‌ feel free to ask any questions. ‌ p.s. jfyi - our current comp is $2000-2500 gross. p.p.s. this position requires being located in the latam. the deadline for task is 5 days. ‌ thanks! ‌ look forward to connecting, kristina hr & talent acquisition [improvado](https://t.lever-analytics.com/email-link?dest=https%3a%2f%2fjobs.lever.co%2fimprovadoio&eid=25341e2e-6420-4226-8ee8-4b1966268119&idx=0&token=dm3zxh1te4plpdjnhe2zv97u-0i ""‌"")"
6878c63c4fc0f3448649af60,2025-07-17T09:45:32.950Z,682ddc84e10d4c9a004df36d,"olá, erika! o objetivo deste e-mail é te trazer o retorno do processo seletivo para a vaga [credit] data scientist. como conversamos após a entrevista, decidimos não seguir com sua participação neste momento. agradecemos seu interesse em fazer parte do nosso time e o tempo que dedicou até aqui no processo! a não continuidade no processo desta vaga não significa que você não possui o perfil da nossa companhia, ok? por isso, você pode voltar a se inscrever para nossas vagas pelo [nosso site](https://jornada.stone.com.br/ ""‌""). ‌ _pesquisa de satisfação do processo seletivo_ ‌ topa contribuir com a melhoria da experiência das pessoas candidatas? nós queremos que os nossos processos seletivos sejam positivos e construtivos para cada uma das pessoas que passam por eles. por isso, é muito importante ouvir como foi essa experiência. para responder a nossa pesquisa, basta acessar o botão a seguir."
68626df25a3ff1fc6a88f08b,2025-06-30T10:58:58.941Z,682ddc84e10d4c9a004df36d,"bom dia, pam. tudo bem por aí? como usar de férias hein. ainda não recebi o convite para a entrevista técnica de hoje 🙃, ainda vai rolar? oieee, va sim ds iii - entrevista com gestor | entreviste erika borelli quinta-feira, 12 de junho · 3:00 – 4:00pm fuso horário: america/sao_paulo como participar do google meet link da videochamada: [https://meet.google.com/hww-safq-ago](https://meet.google.com/hww-safq-ago ""smartcard-inline"") ou disque: ‪(br) +55 31 3958-9507‬ pin: ‪830 805 761‬ outros números de telefone: [https://tel.meet/hww-safq-ago?pin=7563745932025](https://tel.meet/hww-safq-ago?pin=7563745932025 ""smartcard-inline"") opa, muito obrigada oiie, tudo bem? queria tirar algumas dúvidas contigo"
68626d339431cfdf11966b17,2025-06-30T10:55:47.416Z,682ddc84e10d4c9a004df36d,"olá, erika! tudo bem? lembra que trocamos sobre alguns horários para que a gente conseguisse conversar sobre a vaga ds ii? passando aqui para confirmar a data e horário do nosso papo. vamos lá? :) ‌ ![acd60bcb-c2b3-6a37-c4fa-612d91a6044d.gif](https://mcusercontent.com/8d379fb9f1f1491ed361f2809/images/acd60bcb-c2b3-6a37-c4fa-612d91a6044d.gif) conhecendo o erika: date/time: 10 jun 2025 2:00pm-2:45pm gmt -03 interviewers: pamella christina lamonica santos google meet: [https://meet.google.com/uox-dwxj-dht](https://meet.google.com/uox-dwxj-dht ""smartcard-inline"") importante: responda esse e-mail para confirmar a sua presença! ‌ também separamos alguns materiais que podem te ajudar a refletir antes do nosso encontro. tem conteúdos bem ricos! :) pitch pessoal: lembra que a gente falou sobre esse ponto no momento da sua candidatura? reforçamos aqui o conteúdo para um pitch bem estruturado ganhar destaque. [clique aqui.](https://www.youtube.com/watch?v=8fv0e0m9yvs ""‌"") inteligência emocional: na nossa biblioteca você encontra uma trilha rica para desenvolver o seu autoconhecimento, gerenciar emoções, empatia e habilidades para se adaptar a diferentes cenários. [clique aqui](https://sites.google.com/stone.com.br/bibliotecastoneco/forma%c3%a7%c3%b5es/intelig%c3%aancia-emocional ""‌"") e aproveite."
684d58f9d1e045f741653b76,2025-06-14T11:11:53.330Z,682ddc84e10d4c9a004df36d,"13/06/2025 pam stone em paralelo, queria agendar a próxima etapa de apresentação para dia 23 às 16h, pode ser? érika: pode ser sim, combinado"
684d58cddefabc89ba3c59da,2025-06-14T11:11:09.441Z,682ddc84e10d4c9a004df36d,"13/06/2025 érika yhuu, estou animada pra começar. obrigada, pam"
684d58b3e69266c7a5468a9d,2025-06-14T11:10:43.713Z,682ddc84e10d4c9a004df36d,"13/06/2025 pam stone segue o case técnico[arquivos\_case\_tecnico\_credit\_data_science-20250408t173929z-001.zip](https://trello.com/1/cards/682ddc84e10d4c9a004df36d/attachments/684d58ab1115b109f172e75c/download/arquivos_case_tecnico_credit_data_science-20250408t173929z-001.zip ""‌"")"
68430105fe66143fcfad1bd5,2025-06-06T14:53:57.486Z,682ddc84e10d4c9a004df36d,"claro, perfeito"
684300f1863422f06124c86d,2025-06-06T14:53:37.091Z,682ddc84e10d4c9a004df36d,"bom diaa, podemos falar na terça as 14h?"
684300dcdbc4df0e7bf63a01,2025-06-06T14:53:16.569Z,682ddc84e10d4c9a004df36d,"bom dia, pam. que alegria receber a sua mensagem. vamos agendar sim, só não consigo hoje , que meu dia está meio corrido. quando seria o melhor momento?"
684300c33b50ccbbcbd76ae4,2025-06-06T14:52:51.925Z,682ddc84e10d4c9a004df36d,"eai, erika. tudo bem? sou a pam aqui do time de recrutamento da stone. vimos que você se candidatou a vaga de ds ii e curtimos seu perfil. podemos agendar um papo para nos conhecermos melhor?"
687777c14feba45094886d04,2025-07-16T09:58:25.134Z,6834610b69d7555411eff6b0,"hi erika, hope you are well? apologies for getting back to you later than expected. i am afraid that after a lot of consideration the decision was made to proceed with some other candidates who did a bit better throughout this interview stage and have more overlap with what the team is working on. that being said, we hope that we can keep in touch for future opportunities. please let me know if you have any questions. kind regards, alesia \-- alesia abramovich talent partner | london, uk [alesia.abramovich@sensortower.com](mailto:alesia.abramovich@sensortower.com ""‌"")"
68724250410e9665c50415fa,2025-07-12T11:09:04.074Z,6834610b69d7555411eff6b0,"‌  alesia abramovich  07:33 (há 35 minutos) para mim ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) hi erika, ayanna took 2 days off at the end of last week. i will update you early next week on the next steps. apologies for the delay. wish you a nice weekend. kind regards, alesia"
685bc6409eb3e71708928782,2025-06-25T09:49:52.918Z,6834610b69d7555411eff6b0," alesia abramovich  ter., 24 de jun., 17:45 (há 13 horas) para mim traduza para o português hi erika, hope you are well? thank you for sharing your availability. i have sent you the calendar invite for this friday, june 27th at 15:30 pm your time. hope this works for you? ‌ kind regards, alesia"
685980a81eb29c323849e758,2025-06-23T16:28:24.503Z,6834610b69d7555411eff6b0,"![acg8ocjcsgmptlpi6xptdjb5ngxovodfdgywyx-pdio5njhagfs8dg=s40-p](https://lh3.googleusercontent.com/a/acg8ocjcsgmptlpi6xptdjb5ngxovodfdgywyx-pdio5njhagfs8dg=s40-p)  erika borelli <[erikasmborelli@gmail.com](mailto:erikasmborelli@gmail.com ""‌"")\>  13:26 (há 1 minuto) para alesia hi alesia, thank you for the great news. i’m even better now after reading your message! i hope you’re doing well too. it was a pleasure speaking with ayanna. i’m available from wednesday this week and throughout all of next week, and i’m happy to adjust to the time that works best for her. i’m looking forward to continuing our conversation and sharing more about my experiences, projects, and the challenges i’ve worked through. i also appreciate the opportunity to learn more about the team and the role. thanks a lot, erika borelli"
68598092ca7a9a209900be16,2025-06-23T16:28:02.101Z,6834610b69d7555411eff6b0," alesia abramovich  12:57 (há 29 minutos) para mim traduza para o português hi erika, hope you are well? ‌ thanks a lot for your time to speak with ayanna. she really enjoyed the discussion with you and we would like to schedule the 2nd part of her interview which will be around 30-45 min and will focus more on discussion of your experience and projects you worked on. it is always good to provide more technical depth when you discuss your experience and share some examples of the achievements you had or maybe the technical complexities / issues which you worked on your own or together with the team. ‌ ayanna will also have some questions about your motivation and what you expect from the next role, to see whether this opportunity with us can be a good fit for what you are looking for. ‌ throughout this interview you will have time to ask questions. please ask as many as you have, this will show your interest in getting to know us better. ayanna will be happy to share more insights. ‌ kind regards, alesia"
684802480603f98a45fde0fe,2025-06-10T10:00:40.267Z,6834610b69d7555411eff6b0,"‌  alesia abramovich  05:28 (há 1 hora) para mim hi erika, thanks a lot for confirming your availability. i have sent you the calendar invite for the following interview: ‌ tuesday, june 17th at 15:40 pm your time - zoom video call (20-30 min) - [ayanna wade](https://www.linkedin.com/in/a-ayanna-wade/ ""‌"") director, machine learning ‌ this part of the interview will focus on your analytical and problem solving skills. ayanna will give you a hypothetical problem that is similar to what the team is trying to solve on the projects here at sensor tower. you will need to explain how you might try to solve it and provide some reasoning. this task will also assess your level of python and sql. ‌ please let me know if you have any questions. ‌ kind regards, alesia"
684436533cf62bf9c1a1e2d7,2025-06-07T12:53:39.431Z,6834610b69d7555411eff6b0," erika borelli <[erikasmborelli@gmail.com](mailto:erikasmborelli@gmail.com ""‌"")\>  6 de jun. de 2025, 18:38 (há 15 horas) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) para alesia ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) hi alesia, these are really good news. i’m really good. i hope you are well as well. i’m available everyday day during the week of 16 june, and i’m happy to adjust to the time that works best for you at that range of time that we provides discussed. ‌ kind regards, erika borel"
6844363f937a34ef91901629,2025-06-07T12:53:19.840Z,6834610b69d7555411eff6b0,"‌  alesia abramovich  sex., 6 de jun., 18:26 (há 15 horas) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) para mim ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) traduza para o português hi erika, hope you are well? ‌ i have some good news, we would like to proceed further and schedule the interview with the line manager (based in san francisco, us). this interview will consist of 2 parts - technical and introductory discussions. ‌ to begin with we will schedule the technical part which will be 20-30 min long. if it goes well on a separate day we will schedule the 2nd part. ‌ the technical part will focus on your analytical skills, knowledge of sql and python. ‌ the line manager is oo next week. could you please share with me your availability for the week of june 16th? ‌ kind regards. alesia"
68399131b6f83c977609126f,2025-05-30T11:06:25.973Z,6834610b69d7555411eff6b0,"hi alesia, thanks a lot for reaching out. i hope youre doing well. im excited about the opportunity to speak with you regarding the data analyst position. i’d be happy to arrange a zoom call and appreciate your flexibility in scheduling. im available everyday next week from 10:00 am to 1:00 pm (2:00 pm to 5:00 pm uk time). we could chat on monday, if its ok with you. please let me know which time suits you best, or feel free to suggest another time if needed. looking forward to our conversation! best regards, erika"
68399123b5934c34278c71dc,2025-05-30T11:06:11.403Z,6834610b69d7555411eff6b0,"‌  alesia abramovich <[alesia.abramovich@sensortower.com](mailto:alesia.abramovich@sensortower.com ""‌"")\>  07:47 (há 18 minutos) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) para mim ![cleardot.gif](https://mail.google.com/mail/u/0/images/cleardot.gif) hi erika, hope you are well? thanks a lot for your interest in our data analyst role. i would love to have a more detailed discussion with you about this opportunity. could you please let me know what days / times you are available for a zoom call (will take around 30 min)? please share with me your availability and i will schedule a call accordingly. i am based in the uk and will really appreciate if you can find some time to speak during your morning hours. kind regards, alesia ‌ alesia abramovich senior technical recruiter | london, uk [alesia.abramovich@sensortower.com](mailto:alesia.abramovich@sensortower.com ""‌"") ![mqxkzyrxt1yx8svmxzf6tduamf42dn1m1fnwifw7chw2ub7xpetro2ax6iyl-\_6p2ph0r-oq4vq6vxlzqkfjmp1v09iticps3r7yrtxocfa7dcal95nb9dl7lusddpaqvyww7yol3oc2pv8bfatucp0](https://lh4.googleusercontent.com/mqxkzyrxt1yx8svmxzf6tduamf42dn1m1fnwifw7chw2ub7xpetro2ax6iyl-_6p2ph0r-oq4vq6vxlzqkfjmp1v09iticps3r7yrtxocfa7dcal95nb9dl7lusddpaqvyww7yol3oc2pv8bfatucp0)"
686b97e2ffe11ee29ca3719e,2025-07-07T09:48:18.284Z,68593c55b9f93d9106dbb0b5,"07/07/2025 bom dia, sueidi não vou conseguir continuar. mas muito obrigada pela oportunidade. de qualquer forma a empresa é incrível. abraços, erika borelli"
